State_UT,District,Registration_Date,Year,Month,Vehicle_Category,Fuel_Type,Manufacturer,Monthly_EV_Registrations,Charging_Stations,Population,Quarter,EV_per_100k_Population,EV_to_Charging_Station_Ratio
Gujarat,Surat,2024-11-10,2024,11,2W,Plug-in Hybrid (PHEV),TVS Motor,52,180,71000000,4,0.0732,0.29
Gujarat,Not Specified,2024-11-14,2024,11,Bus,Battery Electric (BEV),Ashok Leyland,3,126,71000000,4,0.0042,0.02
Gujarat,Surat,2024-11-24,2024,11,Car,Battery Electric (BEV),BYD,13,102,71000000,4,0.0183,0.13
Gujarat,Vadodara,2024-12-02,2024,12,Car,Plug-in Hybrid (PHEV),MG Motor,14,115,71000000,4,0.0197,0.12
Gujarat,Ahmedabad,2024-12-04,2024,12,2W,Battery Electric (BEV),Okinawa Autotech,52,129,71000000,4,0.0732,0.4
Gujarat,Rajkot,2024-12-05,2024,12,Bus,Battery Electric (BEV),Olectra Greentech,3,82,71000000,4,0.0042,0.04
Gujarat,Ahmedabad,2024-12-07,2024,12,Commercial,Battery Electric (BEV),Eicher Motors,7,90,71000000,4,0.0099,0.08
Gujarat,Vadodara,2024-12-10,2024,12,3W,Battery Electric (BEV),Piaggio,16,124,71000000,4,0.0225,0.13
Gujarat,Surat,2025-01-09,2025,1,Bus,Battery Electric (BEV),PMI Electro,4,70,71000000,1,0.0056,0.06
Gujarat,Vadodara,2025-01-23,2025,1,3W,Battery Electric (BEV),Mahindra Electric,16,190,71000000,1,0.0225,0.08
Gujarat,Ahmedabad,2025-01-24,2025,1,2W,Battery Electric (BEV),Ola Electric,52,189,71000000,1,0.0732,0.28
Gujarat,Ahmedabad,2025-01-26,2025,1,Commercial,Battery Electric (BEV),Ashok Leyland,6,123,71000000,1,0.0085,0.05
Gujarat,Rajkot,2025-01-26,2025,1,Car,Battery Electric (BEV),Hyundai,14,175,71000000,1,0.0197,0.08
Gujarat,Surat,2025-02-03,2025,2,3W,Battery Electric (BEV),Bajaj Auto,16,89,71000000,1,0.0225,0.18
Gujarat,Vadodara,2025-02-08,2025,2,2W,Battery Electric (BEV),TVS Motor,52,149,71000000,1,0.0732,0.35
Gujarat,Rajkot,2025-02-14,2025,2,Car,Battery Electric (BEV),Hyundai,14,166,71000000,1,0.0197,0.08
Gujarat,Ahmedabad,2025-02-20,2025,2,Bus,Battery Electric (BEV),PMI Electro,5,193,71000000,1,0.007,0.03
Gujarat,Ahmedabad,2025-02-27,2025,2,Commercial,Plug-in Hybrid (PHEV),Ashok Leyland,5,148,71000000,1,0.007,0.03
Gujarat,Vadodara,2025-03-03,2025,3,3W,Battery Electric (BEV),Kinetic Green,16,192,71000000,1,0.0225,0.08
Gujarat,Rajkot,2025-03-19,2025,3,Car,Battery Electric (BEV),Mahindra Electric,14,95,71000000,1,0.0197,0.15
Gujarat,Vadodara,2025-03-20,2025,3,Commercial,Plug-in Hybrid (PHEV),Mahindra Electric,8,107,71000000,1,0.0113,0.07
Gujarat,Surat,2025-03-23,2025,3,Bus,Battery Electric (BEV),PMI Electro,4,156,71000000,1,0.0056,0.03
Gujarat,Vadodara,2025-03-27,2025,3,2W,Battery Electric (BEV),Okinawa Autotech,52,105,71000000,1,0.0732,0.5
Gujarat,Surat,2025-04-02,2025,4,2W,Battery Electric (BEV),Bajaj Auto,52,178,71000000,2,0.0732,0.29
Gujarat,Rajkot,2025-04-03,2025,4,Commercial,Battery Electric (BEV),Eicher Motors,8,198,71000000,2,0.0113,0.04
Gujarat,Rajkot,2025-04-03,2025,4,Car,Battery Electric (BEV),Mahindra Electric,14,105,71000000,2,0.0197,0.13
Gujarat,Rajkot,2025-04-06,2025,4,Bus,Battery Electric (BEV),PMI Electro,5,76,71000000,2,0.007,0.07
Gujarat,Rajkot,2025-04-20,2025,4,3W,Battery Electric (BEV),Kinetic Green,16,187,71000000,2,0.0225,0.09
Gujarat,Vadodara,2025-05-08,2025,5,2W,Battery Electric (BEV),Ather Energy,52,122,71000000,2,0.0732,0.43
Gujarat,Surat,2025-05-09,2025,5,Bus,Battery Electric (BEV),Tata Motors,4,89,71000000,2,0.0056,0.04
Gujarat,Rajkot,2025-05-13,2025,5,Car,Battery Electric (BEV),Hyundai,14,71,71000000,2,0.0197,0.2
Gujarat,Rajkot,2025-05-26,2025,5,Commercial,Battery Electric (BEV),Tata Motors,8,80,71000000,2,0.0113,0.1
Gujarat,Surat,2025-05-27,2025,5,3W,Battery Electric (BEV),Bajaj Auto,16,105,71000000,2,0.0225,0.15
Gujarat,Rajkot,2025-06-06,2025,6,3W,Battery Electric (BEV),YC Electric,16,136,71000000,2,0.0225,0.12
Gujarat,Ahmedabad,2025-06-10,2025,6,2W,Plug-in Hybrid (PHEV),Ola Electric,52,189,71000000,2,0.0732,0.28
Gujarat,Not Specified,2025-06-12,2025,6,Car,Battery Electric (BEV),BYD,13,136,71000000,2,0.0183,0.1
Gujarat,Surat,2025-06-16,2025,6,Bus,Plug-in Hybrid (PHEV),Tata Motors,3,88,71000000,2,0.0042,0.03
Gujarat,Vadodara,2025-06-21,2025,6,Commercial,Battery Electric (BEV),Eicher Motors,7,155,71000000,2,0.0099,0.05
Haryana,Panipat,2018-01-24,2018,1,2W,Battery Electric (BEV),Hero Electric,2,15,30000000,1,0.0067,0.13
Haryana,Gurugram,2018-02-03,2018,2,2W,Battery Electric (BEV),Ola Electric,1,15,30000000,1,0.0033,0.07
Haryana,Faridabad,2018-03-05,2018,3,Bus,Battery Electric (BEV),Ashok Leyland,0,12,30000000,1,0.0,0.0
Haryana,Gurugram,2018-03-26,2018,3,2W,Battery Electric (BEV),TVS Motor,2,7,30000000,1,0.0067,0.29
Haryana,Panipat,2018-03-26,2018,3,Commercial,Battery Electric (BEV),Eicher Motors,0,0,30000000,1,0.0,
Haryana,Panipat,2018-04-18,2018,4,2W,Battery Electric (BEV),Ola Electric,24,10,30000000,2,0.08,2.4
Haryana,Faridabad,2018-04-23,2018,4,Bus,Battery Electric (BEV),PMI Electro,0,15,30000000,2,0.0,0.0
Haryana,Gurugram,2018-05-12,2018,5,Car,Battery Electric (BEV),MG Motor,0,8,30000000,2,0.0,0.0
Haryana,Panipat,2018-05-14,2018,5,Bus,Battery Electric (BEV),Olectra Greentech,0,11,30000000,2,0.0,0.0
Haryana,Panipat,2018-05-25,2018,5,2W,Battery Electric (BEV),Ather Energy,2,0,30000000,2,0.0067,
Haryana,Faridabad,2018-06-13,2018,6,2W,Battery Electric (BEV),TVS Motor,0,5,30000000,2,0.0,0.0
Haryana,Faridabad,2018-07-16,2018,7,2W,Plug-in Hybrid (PHEV),Ather Energy,1,12,30000000,3,0.0033,0.08
Haryana,Gurugram,2018-08-04,2018,8,Bus,Battery Electric (BEV),PMI Electro,0,0,30000000,3,0.0,
Haryana,Faridabad,2018-08-06,2018,8,2W,Plug-in Hybrid (PHEV),Hero Electric,1,13,30000000,3,0.0033,0.08
Haryana,Gurugram,2018-08-16,2018,8,3W,Battery Electric (BEV),YC Electric,0,12,30000000,3,0.0,0.0
Haryana,Gurugram,2018-09-16,2018,9,2W,Plug-in Hybrid (PHEV),Okinawa Autotech,1,10,30000000,3,0.0033,0.1
Haryana,Panipat,2018-10-20,2018,10,Commercial,Battery Electric (BEV),Ashok Leyland,0,3,30000000,4,0.0,0.0
Haryana,Gurugram,2018-10-21,2018,10,2W,Battery Electric (BEV),Ola Electric,1,6,30000000,4,0.0033,0.17
Haryana,Faridabad,2018-11-24,2018,11,2W,Battery Electric (BEV),Ather Energy,1,2,30000000,4,0.0033,0.5
Haryana,Faridabad,2018-12-04,2018,12,2W,Battery Electric (BEV),Hero Electric,1,10,30000000,4,0.0033,0.1
Haryana,Gurugram,2019-01-06,2019,1,2W,Battery Electric (BEV),Ather Energy,2,13,30000000,1,0.0067,0.15
Haryana,Gurugram,2019-01-11,2019,1,Bus,Battery Electric (BEV),PMI Electro,0,13,30000000,1,0.0,0.0
Haryana,Faridabad,2019-02-04,2019,2,Commercial,Plug-in Hybrid (PHEV),Ashok Leyland,0,12,30000000,1,0.0,0.0
Haryana,Faridabad,2019-02-07,2019,2,Car,Battery Electric (BEV),BYD,0,27,30000000,1,0.0,0.0
Haryana,Panipat,2019-02-09,2019,2,2W,Plug-in Hybrid (PHEV),Bajaj Auto,3,17,30000000,1,0.01,0.18
Haryana,Faridabad,2019-03-02,2019,3,3W,Battery Electric (BEV),YC Electric,0,20,30000000,1,0.0,0.0
Haryana,Gurugram,2019-03-04,2019,3,Commercial,Plug-in Hybrid (PHEV),Tata Motors,0,18,30000000,1,0.0,0.0
Haryana,Faridabad,2019-03-10,2019,3,2W,Battery Electric (BEV),TVS Motor,2,18,30000000,1,0.0067,0.11
Haryana,Faridabad,2019-03-23,2019,3,Car,Battery Electric (BEV),MG Motor,0,27,30000000,1,0.0,0.0
Haryana,Not Specified,2019-04-13,2019,4,2W,Battery Electric (BEV),Bajaj Auto,2,18,30000000,2,0.0067,0.11
Haryana,Faridabad,2019-05-03,2019,5,3W,Battery Electric (BEV),Mahindra Electric,0,9,30000000,2,0.0,0.0
Haryana,Faridabad,2019-05-03,2019,5,Commercial,Battery Electric (BEV),Ashok Leyland,0,32,30000000,2,0.0,0.0
Haryana,Faridabad,2019-05-19,2019,5,2W,Battery Electric (BEV),Okinawa Autotech,3,19,30000000,2,0.01,0.16
Haryana,Panipat,2019-06-05,2019,6,2W,Battery Electric (BEV),Ather Energy,2,25,30000000,2,0.0067,0.08
Haryana,Faridabad,2019-06-25,2019,6,Bus,Battery Electric (BEV),PMI Electro,0,25,30000000,2,0.0,0.0
Haryana,Faridabad,2019-07-04,2019,7,Commercial,Plug-in Hybrid (PHEV),Ashok Leyland,0,13,30000000,3,0.0,0.0
Haryana,Faridabad,2019-07-05,2019,7,2W,Battery Electric (BEV),TVS Motor,2,5,30000000,3,0.0067,0.4
Haryana,Gurugram,2019-07-21,2019,7,Car,Battery Electric (BEV),BYD,0,17,30000000,3,0.0,0.0
Haryana,Faridabad,2019-08-09,2019,8,3W,Battery Electric (BEV),Piaggio,0,14,30000000,3,0.0,0.0
Haryana,Faridabad,2019-08-17,2019,8,Bus,Battery Electric (BEV),Olectra Greentech,0,19,30000000,3,0.0,0.0
Haryana,Faridabad,2019-08-23,2019,8,2W,Battery Electric (BEV),Ather Energy,2,12,30000000,3,0.0067,0.17
Haryana,Gurugram,2019-09-02,2019,9,2W,Battery Electric (BEV),Hero Electric,1,22,30000000,3,0.0033,0.05
Haryana,Faridabad,2019-09-15,2019,9,Commercial,Battery Electric (BEV),Eicher Motors,0,22,30000000,3,0.0,0.0
Haryana,Faridabad,2019-10-09,2019,10,2W,Battery Electric (BEV),Ather Energy,2,22,30000000,4,0.0067,0.09
Haryana,Faridabad,2019-10-27,2019,10,3W,Battery Electric (BEV),Bajaj Auto,0,15,30000000,4,0.0,0.0
Haryana,Faridabad,2019-11-03,2019,11,Car,Battery Electric (BEV),Mahindra Electric,0,8,30000000,4,0.0,0.0
Haryana,Faridabad,2019-11-04,2019,11,Bus,Battery Electric (BEV),Ashok Leyland,0,7,30000000,4,0.0,0.0
Haryana,Panipat,2019-11-05,2019,11,2W,Battery Electric (BEV),Okinawa Autotech,1,21,30000000,4,0.0033,0.05
Haryana,Faridabad,2019-12-06,2019,12,Commercial,Battery Electric (BEV),Tata Motors,0,0,30000000,4,0.0,
Haryana,Panipat,2019-12-08,2019,12,2W,Battery Electric (BEV),Hero Electric,2,24,30000000,4,0.0067,0.08
Haryana,Gurugram,2019-12-08,2019,12,Car,Battery Electric (BEV),MG Motor,0,25,30000000,4,0.0,0.0
Haryana,Faridabad,2020-01-15,2020,1,2W,Battery Electric (BEV),TVS Motor,1,36,30000000,1,0.0033,0.03
Haryana,Gurugram,2020-02-10,2020,2,2W,Battery Electric (BEV),Bajaj Auto,1,24,30000000,1,0.0033,0.04
Haryana,Panipat,2020-02-17,2020,2,Car,Battery Electric (BEV),Mahindra Electric,0,29,30000000,1,0.0,0.0
Haryana,Faridabad,2020-02-19,2020,2,Bus,Battery Electric (BEV),Ashok Leyland,0,39,30000000,1,0.0,0.0
Haryana,Gurugram,2020-03-15,2020,3,Car,Battery Electric (BEV),MG Motor,0,47,30000000,1,0.0,0.0
Haryana,Faridabad,2020-03-16,2020,3,2W,Battery Electric (BEV),Ola Electric,1,32,30000000,1,0.0033,0.03
Haryana,Panipat,2020-04-13,2020,4,2W,Battery Electric (BEV),Okinawa Autotech,2,30,30000000,2,0.0067,0.07
Haryana,Panipat,2020-04-13,2020,4,Commercial,Battery Electric (BEV),Eicher Motors,0,15,30000000,2,0.0,0.0
Haryana,Faridabad,2020-04-25,2020,4,Car,Battery Electric (BEV),Mahindra Electric,0,34,30000000,2,0.0,0.0
Haryana,Panipat,2020-05-11,2020,5,Bus,Battery Electric (BEV),PMI Electro,0,26,30000000,2,0.0,0.0
Haryana,Gurugram,2020-05-13,2020,5,2W,Plug-in Hybrid (PHEV),Ather Energy,1,23,30000000,2,0.0033,0.04
Haryana,Not Specified,2020-05-16,2020,5,Commercial,Battery Electric (BEV),Ashok Leyland,0,30,30000000,2,0.0,0.0
Haryana,Gurugram,2020-06-13,2020,6,Bus,Battery Electric (BEV),Tata Motors,0,31,30000000,2,0.0,0.0
Haryana,Gurugram,2020-06-14,2020,6,Commercial,Battery Electric (BEV),Mahindra Electric,0,31,30000000,2,0.0,0.0
Haryana,Gurugram,2020-06-26,2020,6,2W,Battery Electric (BEV),Bajaj Auto,2,28,30000000,2,0.0067,0.07
Haryana,Panipat,2020-07-13,2020,7,2W,Battery Electric (BEV),Hero Electric,1,3,30000000,3,0.0033,0.33
Haryana,Gurugram,2020-08-15,2020,8,2W,Battery Electric (BEV),Hero Electric,1,35,30000000,3,0.0033,0.03
Haryana,Panipat,2020-09-04,2020,9,2W,Battery Electric (BEV),Hero Electric,2,31,30000000,3,0.0067,0.06
Haryana,Gurugram,2020-10-09,2020,10,2W,Battery Electric (BEV),TVS Motor,1,45,30000000,4,0.0033,0.02
Haryana,Gurugram,2020-10-12,2020,10,Car,Battery Electric (BEV),Kia,0,19,30000000,4,0.0,0.0
Haryana,Panipat,2020-10-19,2020,10,3W,Battery Electric (BEV),Mahindra Electric,0,17,30000000,4,0.0,0.0
Haryana,Faridabad,2020-11-08,2020,11,2W,Battery Electric (BEV),Hero Electric,2,32,30000000,4,0.0067,0.06
Haryana,Gurugram,2020-12-20,2020,12,2W,Battery Electric (BEV),Bajaj Auto,1,21,30000000,4,0.0033,0.05
Haryana,Faridabad,2021-01-02,2021,1,3W,Battery Electric (BEV),YC Electric,1,52,30000000,1,0.0033,0.02
Haryana,Panipat,2021-01-05,2021,1,Car,Battery Electric (BEV),MG Motor,1,43,30000000,1,0.0033,0.02
Haryana,Faridabad,2021-01-05,2021,1,2W,Battery Electric (BEV),Okinawa Autotech,3,60,30000000,1,0.01,0.05
Haryana,Gurugram,2021-01-18,2021,1,Commercial,Plug-in Hybrid (PHEV),Tata Motors,0,35,30000000,1,0.0,0.0
Haryana,Faridabad,2021-02-22,2021,2,2W,Battery Electric (BEV),Okinawa Autotech,4,57,30000000,1,0.0133,0.07
Haryana,Gurugram,2021-03-01,2021,3,2W,Battery Electric (BEV),Hero Electric,4,17,30000000,1,0.0133,0.24
Haryana,Faridabad,2021-03-02,2021,3,Car,Battery Electric (BEV),Kia,0,28,30000000,1,0.0,0.0
Haryana,Gurugram,2021-03-03,2021,3,Bus,Battery Electric (BEV),Olectra Greentech,0,43,30000000,1,0.0,0.0
Haryana,Panipat,2021-03-26,2021,3,3W,Battery Electric (BEV),Mahindra Electric,1,50,30000000,1,0.0033,0.02
Haryana,Gurugram,2021-04-18,2021,4,2W,Battery Electric (BEV),Ather Energy,4,44,30000000,2,0.0133,0.09
Haryana,Faridabad,2021-05-07,2021,5,3W,Battery Electric (BEV),Piaggio,0,32,30000000,2,0.0,0.0
Haryana,Faridabad,2021-05-14,2021,5,2W,Plug-in Hybrid (PHEV),Okinawa Autotech,1,50,30000000,2,0.0033,0.02
Haryana,Gurugram,2021-05-17,2021,5,Commercial,Battery Electric (BEV),Tata Motors,0,25,30000000,2,0.0,0.0
Haryana,Faridabad,2021-05-17,2021,5,Bus,Battery Electric (BEV),Ashok Leyland,0,24,30000000,2,0.0,0.0
Haryana,Faridabad,2021-06-08,2021,6,3W,Battery Electric (BEV),Piaggio,1,38,30000000,2,0.0033,0.03
Haryana,Gurugram,2021-06-17,2021,6,2W,Battery Electric (BEV),Bajaj Auto,2,21,30000000,2,0.0067,0.1
Haryana,Faridabad,2021-07-04,2021,7,Bus,Battery Electric (BEV),Ashok Leyland,0,31,30000000,3,0.0,0.0
Haryana,Faridabad,2021-07-20,2021,7,2W,Battery Electric (BEV),Bajaj Auto,3,43,30000000,3,0.01,0.07
Haryana,Gurugram,2021-08-13,2021,8,2W,Battery Electric (BEV),Hero Electric,2,28,30000000,3,0.0067,0.07
Haryana,Faridabad,2021-08-19,2021,8,Car,Battery Electric (BEV),Tata Motors,1,43,30000000,3,0.0033,0.02
Haryana,Faridabad,2021-09-10,2021,9,2W,Battery Electric (BEV),Hero Electric,2,20,30000000,3,0.0067,0.1
Haryana,Gurugram,2021-09-20,2021,9,Bus,Battery Electric (BEV),Tata Motors,0,29,30000000,3,0.0,0.0
Haryana,Panipat,2021-10-21,2021,10,Car,Plug-in Hybrid (PHEV),MG Motor,0,43,30000000,4,0.0,0.0
Haryana,Panipat,2021-10-27,2021,10,2W,Battery Electric (BEV),Okinawa Autotech,3,33,30000000,4,0.01,0.09
Haryana,Gurugram,2021-11-05,2021,11,Commercial,Battery Electric (BEV),Ashok Leyland,0,41,30000000,4,0.0,0.0
Haryana,Panipat,2021-11-09,2021,11,2W,Battery Electric (BEV),Hero Electric,3,44,30000000,4,0.01,0.07
Haryana,Panipat,2021-11-22,2021,11,3W,Battery Electric (BEV),Kinetic Green,0,33,30000000,4,0.0,0.0
Haryana,Gurugram,2021-12-07,2021,12,Commercial,Battery Electric (BEV),Tata Motors,0,19,30000000,4,0.0,0.0
Haryana,Faridabad,2021-12-10,2021,12,Bus,Battery Electric (BEV),Tata Motors,0,29,30000000,4,0.0,0.0
Haryana,Gurugram,2021-12-14,2021,12,2W,Battery Electric (BEV),Bajaj Auto,5,52,30000000,4,0.0167,0.1
Haryana,Gurugram,2021-12-24,2021,12,3W,Battery Electric (BEV),Bajaj Auto,1,24,30000000,4,0.0033,0.04
Haryana,Faridabad,2022-01-06,2022,1,Car,Battery Electric (BEV),BYD,2,29,30000000,1,0.0067,0.07
Haryana,Faridabad,2022-01-20,2022,1,2W,Battery Electric (BEV),Hero Electric,10,58,30000000,1,0.0333,0.17
Haryana,Gurugram,2022-01-25,2022,1,3W,Battery Electric (BEV),Kinetic Green,1,33,30000000,1,0.0033,0.03
Haryana,Panipat,2022-02-07,2022,2,2W,Battery Electric (BEV),Hero Electric,14,23,30000000,1,0.0467,0.61
Haryana,Panipat,2022-02-12,2022,2,3W,Battery Electric (BEV),Mahindra Electric,1,64,30000000,1,0.0033,0.02
Haryana,Faridabad,2022-02-19,2022,2,Car,Battery Electric (BEV),BYD,2,67,30000000,1,0.0067,0.03
Haryana,Faridabad,2022-03-04,2022,3,Commercial,Battery Electric (BEV),Ashok Leyland,1,20,30000000,1,0.0033,0.05
Haryana,Panipat,2022-03-04,2022,3,Bus,Plug-in Hybrid (PHEV),Olectra Greentech,0,54,30000000,1,0.0,0.0
Haryana,Panipat,2022-03-23,2022,3,3W,Battery Electric (BEV),Kinetic Green,1,48,30000000,1,0.0033,0.02
Haryana,Faridabad,2022-03-26,2022,3,2W,Battery Electric (BEV),Okinawa Autotech,7,72,30000000,1,0.0233,0.1
Haryana,Panipat,2022-03-27,2022,3,Car,Battery Electric (BEV),Tata Motors,3,54,30000000,1,0.01,0.06
Haryana,Faridabad,2022-04-07,2022,4,Car,Battery Electric (BEV),Mahindra Electric,2,18,30000000,2,0.0067,0.11
Haryana,Gurugram,2022-04-11,2022,4,2W,Battery Electric (BEV),Hero Electric,11,22,30000000,2,0.0367,0.5
Haryana,Panipat,2022-04-12,2022,4,3W,Battery Electric (BEV),Bajaj Auto,1,61,30000000,2,0.0033,0.02
Haryana,Panipat,2022-05-24,2022,5,2W,Plug-in Hybrid (PHEV),Okinawa Autotech,7,42,30000000,2,0.0233,0.17
Haryana,Gurugram,2022-05-24,2022,5,3W,Battery Electric (BEV),YC Electric,2,42,30000000,2,0.0067,0.05
Haryana,Panipat,2022-05-25,2022,5,Commercial,Battery Electric (BEV),Ashok Leyland,1,37,30000000,2,0.0033,0.03
Haryana,Gurugram,2022-06-08,2022,6,Car,Battery Electric (BEV),Mahindra Electric,1,56,30000000,2,0.0033,0.02
Haryana,Gurugram,2022-06-20,2022,6,3W,Plug-in Hybrid (PHEV),Bajaj Auto,1,49,30000000,2,0.0033,0.02
Haryana,Gurugram,2022-06-23,2022,6,2W,Battery Electric (BEV),Bajaj Auto,7,30,30000000,2,0.0233,0.23
Haryana,Panipat,2022-07-23,2022,7,Commercial,Battery Electric (BEV),Eicher Motors,0,37,30000000,3,0.0,0.0
Haryana,Panipat,2022-07-23,2022,7,3W,Battery Electric (BEV),Mahindra Electric,1,41,30000000,3,0.0033,0.02
Haryana,Panipat,2022-07-26,2022,7,2W,Battery Electric (BEV),Hero Electric,8,51,30000000,3,0.0267,0.16
Haryana,Faridabad,2022-08-21,2022,8,3W,Battery Electric (BEV),Kinetic Green,1,52,30000000,3,0.0033,0.02
Haryana,Not Specified,2022-08-23,2022,8,Car,Battery Electric (BEV),Hyundai,1,48,30000000,3,0.0033,0.02
Haryana,Gurugram,2022-08-25,2022,8,2W,Battery Electric (BEV),Ola Electric,8,40,30000000,3,0.0267,0.2
Haryana,Panipat,2022-09-08,2022,9,2W,Battery Electric (BEV),Bajaj Auto,8,38,30000000,3,0.0267,0.21
Haryana,Panipat,2022-09-10,2022,9,3W,Battery Electric (BEV),Bajaj Auto,1,29,30000000,3,0.0033,0.03
Haryana,Panipat,2022-09-11,2022,9,Car,Battery Electric (BEV),Mahindra Electric,0,61,30000000,3,0.0,0.0
Haryana,Gurugram,2022-09-13,2022,9,Bus,Battery Electric (BEV),Ashok Leyland,0,31,30000000,3,0.0,0.0
Haryana,Panipat,2022-10-14,2022,10,3W,Battery Electric (BEV),Kinetic Green,1,76,30000000,4,0.0033,0.01
Haryana,Faridabad,2022-10-18,2022,10,Car,Battery Electric (BEV),Tata Motors,1,63,30000000,4,0.0033,0.02
Haryana,Faridabad,2022-10-18,2022,10,2W,Battery Electric (BEV),Bajaj Auto,6,65,30000000,4,0.02,0.09
Haryana,Faridabad,2022-11-05,2022,11,2W,Battery Electric (BEV),TVS Motor,8,62,30000000,4,0.0267,0.13
Haryana,Faridabad,2022-11-17,2022,11,Car,Battery Electric (BEV),MG Motor,1,54,30000000,4,0.0033,0.02
Haryana,Gurugram,2022-11-24,2022,11,3W,Battery Electric (BEV),Mahindra Electric,1,73,30000000,4,0.0033,0.01
Haryana,Faridabad,2022-12-09,2022,12,Car,Plug-in Hybrid (PHEV),Tata Motors,2,23,30000000,4,0.0067,0.09
Haryana,Faridabad,2022-12-15,2022,12,3W,Battery Electric (BEV),Piaggio,2,68,30000000,4,0.0067,0.03
Haryana,Panipat,2022-12-27,2022,12,2W,Battery Electric (BEV),TVS Motor,7,41,30000000,4,0.0233,0.17
Haryana,Panipat,2023-01-05,2023,1,Car,Battery Electric (BEV),BYD,3,50,30000000,1,0.01,0.06
Haryana,Faridabad,2023-01-18,2023,1,Commercial,Plug-in Hybrid (PHEV),Ashok Leyland,1,38,30000000,1,0.0033,0.03
Haryana,Faridabad,2023-01-19,2023,1,2W,Battery Electric (BEV),Bajaj Auto,12,30,30000000,1,0.04,0.4
Haryana,Faridabad,2023-01-20,2023,1,3W,Battery Electric (BEV),Mahindra Electric,3,65,30000000,1,0.01,0.05
Haryana,Panipat,2023-02-05,2023,2,2W,Battery Electric (BEV),Okinawa Autotech,19,55,30000000,1,0.0633,0.35
Haryana,Faridabad,2023-02-08,2023,2,Car,Plug-in Hybrid (PHEV),MG Motor,2,83,30000000,1,0.0067,0.02
Haryana,Gurugram,2023-02-09,2023,2,Commercial,Battery Electric (BEV),Tata Motors,1,68,30000000,1,0.0033,0.01
Haryana,Faridabad,2023-02-26,2023,2,3W,Battery Electric (BEV),Bajaj Auto,2,52,30000000,1,0.0067,0.04
Haryana,Panipat,2023-03-12,2023,3,Bus,Battery Electric (BEV),Tata Motors,0,31,30000000,1,0.0,0.0
Haryana,Not Specified,2023-03-17,2023,3,3W,Battery Electric (BEV),Kinetic Green,2,52,30000000,1,0.0067,0.04
Haryana,Gurugram,2023-03-24,2023,3,2W,Battery Electric (BEV),TVS Motor,14,71,30000000,1,0.0467,0.2
Haryana,Panipat,2023-03-26,2023,3,Car,Battery Electric (BEV),Kia,2,50,30000000,1,0.0067,0.04
Haryana,Faridabad,2023-04-05,2023,4,Commercial,Battery Electric (BEV),Ashok Leyland,1,43,30000000,2,0.0033,0.02
Haryana,Panipat,2023-04-07,2023,4,Car,Battery Electric (BEV),Kia,3,37,30000000,2,0.01,0.08
Haryana,Panipat,2023-04-11,2023,4,3W,Battery Electric (BEV),Kinetic Green,3,50,30000000,2,0.01,0.06
Haryana,Faridabad,2023-04-17,2023,4,Bus,Battery Electric (BEV),Olectra Greentech,0,54,30000000,2,0.0,0.0
Haryana,Gurugram,2023-04-17,2023,4,2W,Battery Electric (BEV),Ather Energy,15,29,30000000,2,0.05,0.52
Haryana,Gurugram,2023-05-02,2023,5,3W,Battery Electric (BEV),Bajaj Auto,3,78,30000000,2,0.01,0.04
Haryana,Gurugram,2023-05-08,2023,5,Commercial,Battery Electric (BEV),Eicher Motors,1,85,30000000,2,0.0033,0.01
Haryana,Panipat,2023-05-10,2023,5,Car,Plug-in Hybrid (PHEV),Tata Motors,1,43,30000000,2,0.0033,0.02
Haryana,Gurugram,2023-05-25,2023,5,2W,Battery Electric (BEV),Hero Electric,15,51,30000000,2,0.05,0.29
Haryana,Panipat,2023-06-02,2023,6,Car,Plug-in Hybrid (PHEV),Hyundai,3,27,30000000,2,0.01,0.11
Haryana,Faridabad,2023-06-06,2023,6,Commercial,Battery Electric (BEV),Mahindra Electric,1,75,30000000,2,0.0033,0.01
Haryana,Panipat,2023-06-09,2023,6,3W,Battery Electric (BEV),YC Electric,3,65,30000000,2,0.01,0.05
Haryana,Not Specified,2023-06-19,2023,6,2W,Battery Electric (BEV),Ather Energy,13,51,30000000,2,0.0433,0.25
Haryana,Gurugram,2023-07-21,2023,7,3W,Battery Electric (BEV),Piaggio,2,61,30000000,3,0.0067,0.03
Haryana,Faridabad,2023-07-22,2023,7,2W,Battery Electric (BEV),Okinawa Autotech,10,73,30000000,3,0.0333,0.14
Haryana,Panipat,2023-07-25,2023,7,Car,Battery Electric (BEV),BYD,2,51,30000000,3,0.0067,0.04
Haryana,Not Specified,2023-08-02,2023,8,Commercial,Battery Electric (BEV),Tata Motors,1,52,30000000,3,0.0033,0.02
Haryana,Faridabad,2023-08-14,2023,8,Car,Plug-in Hybrid (PHEV),Tata Motors,2,65,30000000,3,0.0067,0.03
Haryana,Faridabad,2023-08-17,2023,8,2W,Plug-in Hybrid (PHEV),Bajaj Auto,5,41,30000000,3,0.0167,0.12
Haryana,Panipat,2023-08-19,2023,8,3W,Battery Electric (BEV),YC Electric,2,32,30000000,3,0.0067,0.06
Haryana,Panipat,2023-09-05,2023,9,2W,Plug-in Hybrid (PHEV),Ola Electric,11,39,30000000,3,0.0367,0.28
Haryana,Faridabad,2023-09-06,2023,9,3W,Battery Electric (BEV),Piaggio,3,61,30000000,3,0.01,0.05
